Date,Status,CO2,Â°C,RH,DP,VPAct,VPSat,VPD
11/14/2021 00:00:00,Mid/Late,1200.00,15.00,35.00,-0.32,5.97,17.06,11.09
11/14/2021 00:01:00,Mid/Late,1200.00,16.11,35.00,0.66,6.41,18.32,11.91
11/14/2021 00:02:00,Mid/Late,1200.00,17.22,35.00,1.64,6.88,19.66,12.78
11/14/2021 00:03:00,HI,1200.00,18.33,35.00,2.62,7.38,21.08,13.70
11/14/2021 00:04:00,HI,1200.00,19.44,35.00,3.60,7.91,22.60,14.69
11/14/2021 00:05:00,HI,1200.00,20.56,35.00,4.58,8.47,24.21,15.73
11/14/2021 00:06:00,HI,1200.00,21.67,35.00,5.55,9.07,25.91,16.84
11/14/2021 00:07:00,HI,1200.00,22.78,35.00,6.53,9.70,27.73,18.02
11/14/2021 00:08:00,HI,1200.00,23.89,35.00,7.51,10.38,29.65,19.27
11/14/2021 00:09:00,HI,1200.00,25.00,35.00,8.48,11.09,31.69,20.60
11/14/2021 00:10:00,HI,1200.00,26.11,35.00,9.46,11.85,33.84,22.00
11/14/2021 00:11:00,HI,1200.00,27.22,35.00,10.43,12.65,36.13,23.49
11/14/2021 00:12:00,HI,1200.00,27.78,35.00,10.92,13.06,37.32,24.26
11/14/2021 00:13:00,Early,1200.00,15.00,40.00,1.53,6.82,17.06,10.24
11/14/2021 00:14:00,Mid/Late,1200.00,16.11,40.00,2.52,7.33,18.32,10.99
11/14/2021 00:15:00,Mid/Late,1200.00,17.22,40.00,3.52,7.86,19.66,11.79
11/14/2021 00:16:00,Mid/Late,1200.00,18.33,40.00,4.51,8.43,21.08,12.65
11/14/2021 00:17:00,Mid/Late,1200.00,19.44,40.00,5.51,9.04,22.60,13.56
11/14/2021 00:18:00,HI,1200.00,20.56,40.00,6.50,9.68,24.21,14.52
11/14/2021 00:19:00,HI,1200.00,21.67,40.00,7.49,10.37,25.91,15.55
11/14/2021 00:20:00,HI,1200.00,22.78,40.00,8.48,11.09,27.73,16.64
11/14/2021 00:21:00,HI,1200.00,23.89,40.00,9.48,11.86,29.65,17.79
11/14/2021 00:22:00,HI,1200.00,25.00,40.00,10.47,12.67,31.69,19.01
11/14/2021 00:23:00,HI,1200.00,26.11,40.00,11.46,13.54,33.84,20.31
11/14/2021 00:24:00,HI,1200.00,27.22,40.00,12.45,14.45,36.13,21.68
11/14/2021 00:25:00,HI,1200.00,27.78,40.00,12.95,14.93,37.32,22.39
11/14/2021 00:26:00,Early,1200.00,15.00,45.00,3.18,7.68,17.06,9.38
11/14/2021 00:27:00,Early,1200.00,16.11,45.00,4.19,8.24,18.32,10.07
11/14/2021 00:28:00,Mid/Late,1200.00,17.22,45.00,5.20,8.85,19.66,10.81
11/14/2021 00:29:00,Mid/Late,1200.00,18.33,45.00,6.20,9.49,21.08,11.60
11/14/2021 00:30:00,Mid/Late,1200.00,19.44,45.00,7.21,10.17,22.60,12.43
11/14/2021 00:31:00,Mid/Late,1200.00,20.56,45.00,8.22,10.89,24.21,13.31
11/14/2021 00:32:00,HI,1200.00,21.67,45.00,9.23,11.66,25.91,14.25
11/14/2021 00:33:00,HI,1200.00,22.78,45.00,10.23,12.48,27.73,15.25
11/14/2021 00:34:00,HI,1200.00,23.89,45.00,11.24,13.34,29.65,16.31
11/14/2021 00:35:00,HI,1200.00,25.00,45.00,12.25,14.26,31.69,17.43
11/14/2021 00:36:00,HI,1200.00,26.11,45.00,13.25,15.23,33.84,18.61
11/14/2021 00:37:00,HI,1200.00,27.22,45.00,14.26,16.26,36.13,19.87
11/14/2021 00:38:00,HI,1200.00,27.78,45.00,14.76,16.79,37.32,20.53
11/14/2021 00:39:00,Early,1200.00,15.00,50.00,4.67,8.53,17.06,8.53
11/14/2021 00:40:00,Early,1200.00,16.11,50.00,5.70,9.16,18.32,9.16
11/14/2021 00:41:00,Early,1200.00,17.22,50.00,6.72,9.83,19.66,9.83
11/14/2021 00:42:00,Early,1200.00,18.33,50.00,7.74,10.54,21.08,10.54
11/14/2021 00:43:00,Mid/Late,1200.00,19.44,50.00,8.76,11.30,22.60,11.30
11/14/2021 00:44:00,Mid/Late,1200.00,20.56,50.00,9.78,12.10,24.21,12.10
11/14/2021 00:45:00,Mid/Late,1200.00,21.67,50.00,10.80,12.96,25.91,12.96
11/14/2021 00:46:00,HI,1200.00,22.78,50.00,11.82,13.86,27.73,13.86
11/14/2021 00:47:00,HI,1200.00,23.89,50.00,12.84,14.82,29.65,14.82
11/14/2021 00:48:00,HI,1200.00,25.00,50.00,13.86,15.84,31.69,15.84
11/14/2021 00:49:00,HI,1200.00,26.11,50.00,14.88,16.92,33.84,16.92
11/14/2021 00:50:00,HI,1200.00,27.22,50.00,15.89,18.06,36.13,18.07
11/14/2021 00:51:00,HI,1200.00,27.78,50.00,16.40,18.66,37.32,18.66
11/14/2021 00:52:00,Early,1200.00,15.00,55.00,6.04,9.38,17.06,7.68
11/14/2021 00:53:00,Early,1200.00,16.11,55.00,7.08,10.07,18.32,8.24
11/14/2021 00:54:00,Early,1200.00,17.22,55.00,8.11,10.81,19.66,8.85
11/14/2021 00:55:00,Early,1200.00,18.33,55.00,9.14,11.60,21.08,9.49
11/14/2021 00:56:00,Early,1200.00,19.44,55.00,10.18,12.43,22.60,10.17
11/14/2021 00:57:00,Mid/Late,1200.00,20.56,55.00,11.21,13.31,24.21,10.89
11/14/2021 00:58:00,Mid/Late,1200.00,21.67,55.00,12.24,14.25,25.91,11.66
11/14/2021 00:59:00,Mid/Late,1200.00,22.78,55.00,13.27,15.25,27.73,12.48
11/14/2021 01:00:00,Mid/Late,1200.00,23.89,55.00,14.30,16.31,29.65,13.34
11/14/2021 01:01:00,HI,1200.00,25.00,55.00,15.33,17.43,31.69,14.26
11/14/2021 01:02:00,HI,1200.00,26.11,55.00,16.36,18.61,33.84,15.23
11/14/2021 01:03:00,HI,1200.00,27.22,55.00,17.39,19.87,36.13,16.26
11/14/2021 01:04:00,HI,1200.00,27.78,55.00,17.91,20.53,37.32,16.80
11/14/2021 01:05:00,Prop,1200.00,15.00,60.00,7.31,10.23,17.06,6.82
11/14/2021 01:06:00,Prop,1200.00,16.11,60.00,8.35,10.99,18.32,7.33
11/14/2021 01:07:00,Early,1200.00,17.22,60.00,9.40,11.79,19.66,7.86
11/14/2021 01:08:00,Early,1200.00,18.33,60.00,10.44,12.65,21.08,8.43
11/14/2021 01:09:00,Early,1200.00,19.44,60.00,11.48,13.56,22.60,9.04
11/14/2021 01:10:00,Early,1200.00,20.56,60.00,12.53,14.52,24.21,9.68
11/14/2021 01:11:00,Early,1200.00,21.67,60.00,13.57,15.55,25.91,10.37
11/14/2021 01:12:00,Mid/Late,1200.00,22.78,60.00,14.61,16.64,27.73,11.09
11/14/2021 01:13:00,Mid/Late,1200.00,23.89,60.00,15.65,17.79,29.65,11.86
11/14/2021 01:14:00,Mid/Late,1200.00,25.00,60.00,16.70,19.01,31.69,12.67
11/14/2021 01:15:00,Mid/Late,1200.00,26.11,60.00,17.74,20.31,33.84,13.54
11/14/2021 01:16:00,HI,1200.00,27.22,60.00,18.78,21.68,36.13,14.45
11/14/2021 01:17:00,HI,1200.00,27.78,60.00,19.30,22.39,37.32,14.93
11/14/2021 01:18:00,Prop,1200.00,15.00,65.00,8.48,11.09,17.06,5.97
11/14/2021 01:19:00,Prop,1200.00,16.11,65.00,9.54,11.91,18.32,6.41
11/14/2021 01:20:00,Prop,1200.00,17.22,65.00,10.59,12.78,19.66,6.88
11/14/2021 01:21:00,Prop,1200.00,18.33,65.00,11.64,13.70,21.08,7.38
11/14/2021 01:22:00,Early,1200.00,19.44,65.00,12.70,14.69,22.60,7.91
11/14/2021 01:23:00,Early,1200.00,20.56,65.00,13.75,15.73,24.21,8.47
11/14/2021 01:24:00,Early,1200.00,21.67,65.00,14.80,16.84,25.91,9.07
11/14/2021 01:25:00,Early,1200.00,22.78,65.00,15.86,18.02,27.73,9.70
11/14/2021 01:26:00,Early,1200.00,23.89,65.00,16.91,19.27,29.65,10.38
11/14/2021 01:27:00,Mid/Late,1200.00,25.00,65.00,17.96,20.60,31.69,11.09
11/14/2021 01:28:00,Mid/Late,1200.00,26.11,65.00,19.01,22.00,33.84,11.85
11/14/2021 01:29:00,Mid/Late,1200.00,27.22,65.00,20.07,23.48,36.13,12.65
11/14/2021 01:30:00,Mid/Late,1200.00,27.78,65.00,20.59,24.26,37.32,13.06
11/14/2021 01:31:00,Prop,1200.00,15.00,70.00,9.58,11.94,17.06,5.12
11/14/2021 01:32:00,Prop,1200.00,16.11,70.00,10.64,12.82,18.32,5.50
11/14/2021 01:33:00,Prop,1200.00,17.22,70.00,11.71,13.76,19.66,5.90
11/14/2021 01:34:00,Prop,1200.00,18.33,70.00,12.77,14.76,21.08,6.32
11/14/2021 01:35:00,Prop,1200.00,19.44,70.00,13.83,15.82,22.60,6.78
11/14/2021 01:36:00,Prop,1200.00,20.56,70.00,14.90,16.94,24.21,7.26
11/14/2021 01:37:00,Early,1200.00,21.67,70.00,15.96,18.14,25.91,7.77
11/14/2021 01:38:00,Early,1200.00,22.78,70.00,17.02,19.41,27.73,8.32
11/14/2021 01:39:00,Early,1200.00,23.89,70.00,18.08,20.75,29.65,8.89
11/14/2021 01:40:00,Early,1200.00,25.00,70.00,19.15,22.18,31.69,9.51
11/14/2021 01:41:00,Early,1200.00,26.11,70.00,20.21,23.69,33.84,10.15
11/14/2021 01:42:00,Mid/Late,1200.00,27.22,70.00,21.27,25.29,36.13,10.84
11/14/2021 01:43:00,Mid/Late,1200.00,27.78,70.00,21.80,26.13,37.32,11.20
11/14/2021 01:44:00,LO,1200.00,15.00,75.00,10.61,12.79,17.06,4.26
11/14/2021 01:45:00,Prop,1200.00,16.11,75.00,11.68,13.74,18.32,4.58
11/14/2021 01:46:00,Prop,1200.00,17.22,75.00,12.75,14.74,19.66,4.91
11/14/2021 01:47:00,Prop,1200.00,18.33,75.00,13.83,15.81,21.08,5.27
11/14/2021 01:48:00,Prop,1200.00,19.44,75.00,14.90,16.95,22.60,5.65
11/14/2021 01:49:00,Prop,1200.00,20.56,75.00,15.97,18.15,24.21,6.05
11/14/2021 01:50:00,Prop,1200.00,21.67,75.00,17.04,19.44,25.91,6.48
11/14/2021 01:51:00,Prop,1200.00,22.78,75.00,18.11,20.79,27.73,6.93
11/14/2021 01:52:00,Early,1200.00,23.89,75.00,19.19,22.24,29.65,7.41
11/14/2021 01:53:00,Early,1200.00,25.00,75.00,20.26,23.76,31.69,7.92
11/14/2021 01:54:00,Early,1200.00,26.11,75.00,21.33,25.38,33.84,8.46
11/14/2021 01:55:00,Early,1200.00,27.22,75.00,22.40,27.10,36.13,9.03
11/14/2021 01:56:00,Early,1200.00,27.78,75.00,22.94,27.99,37.32,9.33
11/14/2021 01:57:00,LO,1200.00,15.00,80.00,11.58,13.65,17.06,3.41
11/14/2021 01:58:00,LO,1200.00,16.11,80.00,12.66,14.65,18.32,3.66
11/14/2021 01:59:00,LO,1200.00,17.22,80.00,13.74,15.73,19.66,3.93
11/14/2021 02:00:00,LO,1200.00,18.33,80.00,14.82,16.87,21.08,4.22
11/14/2021 02:01:00,Prop,1200.00,19.44,80.00,15.90,18.08,22.60,4.52
11/14/2021 02:02:00,Prop,1200.00,20.56,80.00,16.99,19.36,24.21,4.84
11/14/2021 02:03:00,Prop,1200.00,21.67,80.00,18.07,20.73,25.91,5.18
11/14/2021 02:04:00,Prop,1200.00,22.78,80.00,19.15,22.18,27.73,5.55
11/14/2021 02:05:00,Prop,1200.00,23.89,80.00,20.23,23.72,29.65,5.93
11/14/2021 02:06:00,Prop,1200.00,25.00,80.00,21.31,25.35,31.69,6.34
11/14/2021 02:07:00,Prop,1200.00,26.11,80.00,22.39,27.08,33.84,6.77
11/14/2021 02:08:00,Prop,1200.00,27.22,80.00,23.47,28.90,36.13,7.23
11/14/2021 02:09:00,Early,1200.00,27.78,80.00,24.01,29.86,37.32,7.46
11/14/2021 02:10:00,LO,1200.00,15.00,85.00,12.50,14.50,17.06,2.56
11/14/2021 02:11:00,LO,1200.00,16.11,85.00,13.59,15.57,18.32,2.75
11/14/2021 02:12:00,LO,1200.00,17.22,85.00,14.68,16.71,19.66,2.95
11/14/2021 02:13:00,LO,1200.00,18.33,85.00,15.77,17.92,21.08,3.16
11/14/2021 02:14:00,LO,1200.00,19.44,85.00,16.86,19.21,22.60,3.39
11/14/2021 02:15:00,LO,1200.00,20.56,85.00,17.95,20.57,24.21,3.63
11/14/2021 02:16:00,LO,1200.00,21.67,85.00,19.03,22.03,25.91,3.89
11/14/2021 02:17:00,LO,1200.00,22.78,85.00,20.12,23.57,27.73,4.16
11/14/2021 02:18:00,LO,1200.00,23.89,85.00,21.21,25.20,29.65,4.45
11/14/2021 02:19:00,Prop,1200.00,25.00,85.00,22.30,26.93,31.69,4.75
11/14/2021 02:20:00,Prop,1200.00,26.11,85.00,23.39,28.77,33.84,5.08
11/14/2021 02:21:00,Prop,1200.00,27.22,85.00,24.48,30.71,36.13,5.42
11/14/2021 02:22:00,Prop,1200.00,27.78,85.00,25.02,31.72,37.32,5.60
11/14/2021 02:23:00,LO,1200.00,15.00,90.00,13.37,15.35,17.06,1.71
11/14/2021 02:24:00,LO,1200.00,16.11,90.00,14.47,16.49,18.32,1.83
11/14/2021 02:25:00,LO,1200.00,17.22,90.00,15.57,17.69,19.66,1.97
11/14/2021 02:26:00,LO,1200.00,18.33,90.00,16.66,18.97,21.08,2.11
11/14/2021 02:27:00,LO,1200.00,19.44,90.00,17.76,20.34,22.60,2.26
11/14/2021 02:28:00,LO,1200.00,20.56,90.00,18.86,21.79,24.21,2.42
11/14/2021 02:29:00,LO,1200.00,21.67,90.00,19.95,23.32,25.91,2.59
11/14/2021 02:30:00,LO,1200.00,22.78,90.00,21.05,24.95,27.73,2.77
11/14/2021 02:31:00,LO,1200.00,23.89,90.00,22.15,26.68,29.65,2.96
11/14/2021 02:32:00,LO,1200.00,25.00,90.00,23.24,28.52,31.69,3.17
11/14/2021 02:33:00,LO,1200.00,26.11,90.00,24.34,30.46,33.84,3.38
11/14/2021 02:34:00,LO,1200.00,27.22,90.00,25.44,32.52,36.13,3.61
11/14/2021 02:35:00,LO,1200.00,27.78,90.00,25.98,33.59,37.32,3.73
